StudentID,StartDate,EndDate,RecordedDate,Duration,Progress,Finished,Status,LocationLatitude,LocationLongitude,Demo_HispanicLatinx,Demo_Race,Demo_Gender,Demo_ParentEducation,PolicyArea,CivicFair_Orgs,CivicFair_OrgsMissed,CivicFair_Learning,CivicFair_Learning_Other,CivicFair_PolicyConnection,CivicFair_CampusUnderstanding,CivicFair_UsedInBreakout,CivicFair_PreparedForBreakout,Breakout_Learning,Breakout_Learning_Other,Breakout_POLSPreparation,Breakout_Participation,Breakout_ConsultantContribution,Breakout_DiscussionBalance,Breakout_CivicFairConnection,Action_StationsChosen,Action_StationsWanted,Action_Learning,Action_Learning_Other,Action_TalkToExperts,Action_ConsultantKnowledge,Action_CivicFairConnection,Action_BreakoutConnection,Overall_Connection_Before,Overall_Connection_After,Overall_AcademicConf_Before,Overall_AcademicConf_After,Overall_ChangeConf_Before,Overall_ChangeConf_After,Recommend,Overall_Feedback,Quality_Flag,Missing_Count,CivicFair_PolicyConnection_Num,CivicFair_CampusUnderstanding_Num,CivicFair_UsedInBreakout_Num,CivicFair_PreparedForBreakout_Num,Breakout_POLSPreparation_Num,Breakout_Participation_Num,Breakout_ConsultantContribution_Num,Breakout_DiscussionBalance_Num,Breakout_CivicFairConnection_Num,Action_TalkToExperts_Num,Action_ConsultantKnowledge_Num,Action_CivicFairConnection_Num,Action_BreakoutConnection_Num,Overall_Connection_Before_Num,Overall_Connection_After_Num,Overall_AcademicConf_Before_Num,Overall_AcademicConf_After_Num,Overall_ChangeConf_Before_Num,Overall_ChangeConf_After_Num,CFL_I_can_get_involved_in_creating_change_by_joining_one_of_the_,CFL_I_can_talk_with_confidence_to_other_students_about_my_topic_,CFL_I_want_to_get_involved_in_creating_change_by_joining_one_of_,CFL_My_policy_topic_is_being_addressed_in_the_wider_Chico_commun,CFL_My_policy_topic_is_being_addressed_on_Chico_States_campus,CFL_Other_people_are_interested_in_my_ideas,BL_I_can_improve_my_policy_topic_solution_now_that_I_have_more_,BL_I_can_talk_about_my_research_with_expertise,BL_I_can_talk_to_experts_about_my_policy_topic_with_confidence,BL_I_have_ideas_that_are_worth_sharing,BL_I_learned_a_lot_about_my_policy_topic_this_semester,BL_I_want_to_learn_more_about_my_policy_topic,BL_Other_people_are_interested_in_my_ideas,ASC_Elect_supportive_public_officials,ASC_Lobby_government_officials,ASC_Organize_a_public_demonstration,ASC_Petition,ASC_Socia_media_for_digital_advocacy,ASC_Write_a_letter_to_a_government_offical,ASW_Elect_supportive_public_officials,ASW_Lobby_government_officials,ASW_Organize_a_public_demonstration,ASW_Petition,ASW_Social_media_for_digital_advocacy,ASW_Write_a_letter_to_a_government_official,AL_I_am_a_member_of_the_city_of_Chico_community,AL_I_am_capable_of_creating_change_in_my_community,AL_I_know_at_least_one_way_to_create_change_in_my_community,AL_I_know_what_kind_of_changes_I_want_to_see_made_in_my_communi,AL_Other_people_want_me_to_be_involved_in_my_community,AL_Participating_in_creating_change_feels_more_possible_after_p
11395151,2024-04-09 12:19:00,2024-04-09 12:32:00,2024-04-09 12:32:00,758,100,True,IP Address,39.7272,-121.8129,Yes,"Asian American,White",Woman,1 or more years of college credit,Reproductive Health Policy,"Safe space, Civil law booth and wellcat center",Not that I saw,"I can get involved in creating change by joining one of the clubs or organizations I talked to.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Lobby government officials,Socia media for digital advocacy,Elect supportive public officials",,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.,I know what kind of changes I want to see made in my community.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,The work we did before the THM helped me be informed enough to be able to talk with confidence to others about my ideas and policy ideas. I thought participating in the THM was interesting because i got to have an educated conversation with my peers about a topic that i was interested about.,Good,0,4,4,2,2,5.0,5.0,5.0,5.0,2.0,5,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4,5.0,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
11869612,2024-04-09 13:18:00,2024-04-09 13:21:00,2024-04-09 13:21:00,163,100,True,IP Address,39.7272,-121.8129,None of these,"Asian American,White",Woman,"high school diploma, GED, or alternative credential",Climate Change Policy,Green Campus Initiative,No,"My policy topic is being addressed on Chico State's campus.,I can get involved in creating change by joining one of the clubs or organizations I talked to.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.",,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"Lobby government officials,Elect supportive public officials,Organize a public demonstration",Social media for digital advocacy,"I am a member of the city of Chico community.,I know at least one way to create change in my community.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,,Rushed,0,5,5,5,5,4.0,5.0,5.0,5.0,4.0,5,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4,5.0,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
11965123,2024-04-09 16:39:00,2024-04-09 16:43:00,2024-04-09 16:43:00,225,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",Reproductive Health Policy,Safe Place is the only one I remember,,"My policy topic is being addressed on Chico State's campus.,My policy topic is being addressed in the wider Chico community.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,Other people are interested in my ideas.",,Agree,Agree,Disagree,Disagree,"Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.",,Agree,Strongly Agree,Agree,Agree,Disagree,,,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.",,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,,Rushed,0,4,4,2,2,4.0,5.0,4.0,4.0,2.0,4,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2,2.0,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True
11908482,2024-04-10 11:01:00,2024-04-10 11:05:00,2024-04-10 11:05:00,208,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,1 or more years of college credit,Climate Change Policy,Green Campus Initiative,No,"My policy topic is being addressed on Chico State's campus.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,I want to get involved in creating change by joining one of the clubs or organizations I talked to.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,"Socia media for digital advocacy,Petition,Elect supportive public officials",,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.,I know what kind of changes I want to see made in my community.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,"All of the hard work during the semester paid off, and it wasn't as scary as I anticipated.",Rushed,0,4,4,5,5,5.0,5.0,4.0,4.0,5.0,5,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4,5.0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
11376002,2024-04-10 11:01:00,2024-04-10 11:07:00,2024-04-10 11:07:00,362,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Associates degree (AA, AS)",Cost of Living Policy,"Cost of living policies was the organization I talked about, and the problem is housing in general is not affordable for the working middle class. Based on the income levels. Wages are not high enough to sustain the everyday cost of living.",The criminal justice organization,My policy topic is being addressed in the wider Chico community.,EBT food services cal fresh beneficial information,Agree,Agree,Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",I learned about the Cal Fresh food benefits program which is helpful for feeding the homeless and low income participants of qualified,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Write a letter to a government offical","Social media for digital advocacy,Petition","Participating in creating change feels more possible after participating in THM.,I know what kind of changes I want to see made in my community.",Housing and in general is not affordable for the working middle class. Based on the income levels. Wages are not high enough to sustain the everyday cost of living.,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,,Yes,"I really enjoyed attending the town hall and the entire experience was rewarding, engaging and Fun. I liked going to each different group to learn information on each different topic because there were so many I wanted to choose from!",Good,2,4,4,4,5,5.0,5.0,5.0,5.0,5.0,4,4.0,5.0,4.0,5.0,5.0,5.0,,5,,False,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True
11869339,2024-04-08 11:08:00,2024-04-10 11:09:00,2024-04-10 11:09:00,172891,100,True,IP Address,39.7272,-121.8129,I would prefer not to answer,I would prefer not to answer,Woman,"Bachelor's degree (BA, BS)",Climate Change Policy,Green Campus Initiative and Adelante Club,No,"My policy topic is being addressed on Chico State's campus.,My policy topic is being addressed in the wider Chico community.",,Agree,Agree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can talk about my research with expertise.",,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,"Lobby government officials,Petition,Organize a public demonstration",Write a letter to a government official,"I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.",,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,"I had fun based on the group I got within the breakout room, but I don't think the whole event needed to be 3 hours and so late in the day. The breakout room was great for sharing ideas, but I feel like 20 or so minutes could have been cut out of it because by the end all of us had finished discussing and were waiting for it to end so we could move on to the action symposium.",Good,0,4,4,2,2,5.0,5.0,5.0,4.0,2.0,4,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4,4.0,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
11972364,2024-04-10 11:01:00,2024-04-10 11:10:00,2024-04-10 11:10:00,523,100,True,IP Address,39.7272,-121.8129,Yes,,Woman,"high school diploma, GED, or alternative credential",Criminal Justice Policy,The organization I talked to at the Civic Engagement Fair was CLIC which is the Clinical Legal Information Clinic.,,I can talk with confidence to other students about my topic and my ideas.,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",I learned the challenges that came with my solutions thanks to the expertise in the room that elaborated more on it.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Socia media for digital advocacy,Write a letter to a government official,"I am a member of the city of Chico community.,Other people want me to be involved in my community.",,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,The experience was welcoming and the consultants were very open and honest with everything that I shared. They were comfortable enough to share their own thoughts/ concerns when talking about my policy issue. I was able to do my own thinking and share different ideas without feeling judged or misunderstood.,Good,0,5,5,5,4,5.0,5.0,5.0,5.0,2.0,5,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4,4.0,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
11634507,2024-04-08 11:20:00,2024-04-10 11:25:00,2024-04-10 11:25:00,173057,100,True,IP Address,39.7272,-121.8129,Yes,I would prefer not to answer,Woman,"high school diploma, GED, or alternative credential",Immigration Policy,Adelante,,"Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Socia media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Petition,I know what kind of changes I want to see made in my community.,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,,Good,0,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,False,True,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
11806263,2024-04-10 13:13:00,2024-04-10 13:21:00,2024-04-10 13:21:00,459,100,True,IP Address,39.7272,-121.8129,Yes,White,Man,"high school diploma, GED, or alternative credential",Firearm Policy,I can't remember off the top of my head but their wasn't really any that had to do with my policy area,No,I can talk with confidence to other students about my topic and my ideas.,,Strongly Disagree,Agree,Strongly Disagree,Agree,I can improve my policy topic solution now that I have more information.,,Strongly Agree,,Strongly Agree,Agree,Strongly Disagree,"Lobby government officials,Elect supportive public officials,Organize a public demonstration",Petition,I am a member of the city of Chico community.,,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,Good,1,1,4,1,4,5.0,,5.0,4.0,1.0,4,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
12009804,2024-04-11 14:05:00,2024-04-11 14:08:00,2024-04-11 14:08:00,178,100,True,IP Address,39.7272,-121.8129,None of these,"American Indian or Alaska Native,White",Woman,less than 1 year of college credit,Reproductive Health Policy,Law engagement/information,"I saw one regarding women's aid, I believe it had to do with abuse","My policy topic is being addressed on Chico State's campus.,My policy topic is being addressed in the wider Chico community.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,I want to get involved in creating change by joining one of the clubs or organizations I talked to.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I have ideas that are worth sharing.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Petition,Organize a public demonstration,Write a letter to a government offical",,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,Rushed,0,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5.0,True,True,True,True,True,True,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12105003,2024-04-11 14:01:00,2024-04-11 14:08:00,2024-04-11 14:08:00,397,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Bachelor's degree (BA, BS)",Healthcare Policy,U matter,no,"I want to get involved in creating change by joining one of the clubs or organizations I talked to.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,Disagree,Agree,Agree,Agree,Strongly Disagree,"Lobby government officials,Socia media for digital advocacy,Petition",,I am a member of the city of Chico community.,,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,"It was poorly organized and little direction was given. The only part i found valuable was the breakout rooms. the civic fair was extremely overwhelming, and I only found one booth that correlated to my topic.",Good,0,2,1,1,1,2.0,4.0,4.0,4.0,1.0,2,5.0,2.0,1.0,2.0,2.0,4.0,4.0,4,4.0,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
11536201,2024-04-11 14:04:00,2024-04-11 14:10:00,2024-04-11 14:10:00,309,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Bachelor's degree (BA, BS)","Food, Agriculture, and Animal Policy",Green Campus Initiative,"Yes, organizations focusing on agriculture topics. Reaching out to clubs within the college of agriculture would be useful.",I can talk with confidence to other students about my topic and my ideas.,,Strongly Disagree,Strongly Disagree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I can talk about my research with expertise.,I can talk to experts about my policy topic with confidence.",,Agree,Agree,Agree,Agree,Strongly Disagree,"Socia media for digital advocacy,Elect supportive public officials,Organize a public demonstration",Lobby government officials,"I know at least one way to create change in my community.,I am capable of creating change in my community.",,Agree,Agree,Disagree,Agree,,,Agree,Agree,Agree,Agree,Yes,"The beginning was slow and felt purposeless coming from my topic, but I enjoyed conversations with consultants who had various experiences.",Good,2,1,1,2,2,4.0,4.0,4.0,4.0,1.0,4,4.0,2.0,4.0,,,4.0,4.0,4,4.0,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
11601877,2024-04-11 14:04:00,2024-04-11 14:10:00,2024-04-11 14:10:00,360,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",Reproductive Health Policy,'- Umatter Counseling Center,'- None.,My policy topic is being addressed on Chico State's campus.,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I learned a lot about my policy topic this semester.,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Socia media for digital advocacy,Organize a public demonstration,Write a letter to a government offical",Petition,Participating in creating change feels more possible after participating in THM.,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,"It was interesting to be able to talk to direct members of the government you can connect to, and be able to write them and make a change. The breakout rooms were also interesting and i learned a lot of valuable information.",Good,0,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5,5.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True
11160527,2024-04-11 14:02:00,2024-04-11 14:12:00,2024-04-11 14:12:00,572,100,True,IP Address,39.7272,-121.8129,Yes,I would prefer not to answer,Man,"high school diploma, GED, or alternative credential",Firearm Policy,SCTA,I didn't know what other organizations to talk too.,"I can get involved in creating change by joining one of the clubs or organizations I talked to.,I want to get involved in creating change by joining one of the clubs or organizations I talked to.,I can talk with confidence to other students about my topic and my ideas.",,Strongly Disagree,Agree,Strongly Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.",,Agree,Agree,Strongly Agree,Strongly Agree,Agree,"Socia media for digital advocacy,Petition,Elect supportive public officials",,,,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,,Good,0,1,4,5,4,4.0,4.0,5.0,5.0,4.0,5,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4,5.0,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
11682802,2024-04-11 14:06:00,2024-04-11 14:14:00,2024-04-11 14:14:00,520,100,True,IP Address,39.7272,-121.8129,Yes,I would prefer not to answer,Man,no high school diploma,Cost of Living Policy,"Adelante program 
Safe place 
Student California Teachers association",no,My policy topic is being addressed in the wider Chico community.,N/a,Disagree,Disagree,Disagree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I learned a lot about my policy topic this semester.,I can talk about my research with expertise.,I want to learn more about my policy topic.",,Agree,Disagree,Strongly Agree,Agree,Disagree,"Lobby government officials,Petition,Elect supportive public officials,Write a letter to a government offical",Social media for digital advocacy,"I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.",,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,It was a nice group oriented event where I got to speak a little about politics and my views as well as learn new things from others,Good,0,2,2,2,2,4.0,2.0,5.0,4.0,2.0,5,5.0,2.0,5.0,4.0,4.0,5.0,5.0,4,4.0,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True
11955477,2024-04-11 14:17:00,2024-04-11 14:25:00,2024-04-11 14:25:00,472,100,True,IP Address,39.7272,-121.8129,Yes,White,Non-binary or non-conforming,"Professional degree beyond a bachelor's degree (MD, DDS, DVM, LLB, JD)",Healthcare Policy,"Speech and Debate Team
U-Matter","Wildcat Health Center
The school counseling center","My policy topic is being addressed in the wider Chico community.,I can get involved in creating change by joining one of the clubs or organizations I talked to.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Agree,Agree,Agree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Lobby government officials,Socia media for digital advocacy,Elect supportive public officials",Organize a public demonstration,"I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,Participating in creating change feels more possible after participating in THM.,I am capable of creating change in my community.",,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,"The consultants in Town Hall Meeting were very knowledgeable and I learned a lot about Healthcare and opportunities available to me in the Chico Community. I do think the event could be organized better, but I got a lot out of it.",Good,0,4,4,4,2,5.0,5.0,5.0,5.0,2.0,5,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5,5.0,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,True
10989343,2024-04-11 14:04:00,2024-04-11 14:38:00,2024-04-11 14:38:00,2042,100,True,IP Address,39.7272,-121.8129,Yes,I would prefer not to answer,Woman,1 or more years of college credit,Firearm Policy,"Speech and debate 
Community law",I was unsure of all the organizations that were at the event so was unable to engage with many,I can get involved in creating change by joining one of the clubs or organizations I talked to.,sppeech and debate prompted the way I can get my voice into debates,Strongly Disagree,Strongly Disagree,Agree,Disagree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.,I want to learn more about my policy topic.,I can talk to experts about my policy topic with confidence.",,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,"Lobby government officials,Petition,Elect supportive public officials","Social media for digital advocacy,Organize a public demonstration","I am a member of the city of Chico community.,Other people want me to be involved in my community.,I know at least one way to create change in my community.,I am capable of creating change in my community.",,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Yes,"It was an event that offered us lots of new knowledge, it was helpful to see what we can do as citizens. Though the organization part of it was really off, the first part was not really educational. It seemed like there was no clear directions or instructions to follow that made it hard to even focus on our policy area. The breakrooms was the spot where we got to recieve the prime information.",Good,0,1,1,4,2,5.0,5.0,5.0,5.0,2.0,5,5.0,1.0,2.0,5.0,4.0,4.0,5.0,4,4.0,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False
12125010,2024-04-11 15:04:00,2024-04-11 15:08:00,2024-04-11 15:08:00,283,100,True,IP Address,39.7272,-121.8129,None of these,White,Woman,less than 1 year of college credit,Reproductive Health Policy,Safe Place,No,"My policy topic is being addressed on Chico State's campus.,My policy topic is being addressed in the wider Chico community.,Other people are interested in my ideas.,I can talk with confidence to other students about my topic and my ideas.",,Strongly Agree,Strongly Agree,Agree,Agree,"I have ideas that are worth sharing.,Other people are interested in my ideas.,I can improve my policy topic solution now that I have more information.,I learned a lot about my policy topic this semester.",,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Lobby government officials,Socia media for digital advocacy,Write a letter to a government offical",,"I know at least one way to create change in my community.,I am capable of creating change in my community.",,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,"You basically go to the library and visit a booth that connects to your topic, you then go into breakout rooms to talk more in depth about it, then at the action symposium you visit 3 or more booths to learn how to make change",Rushed,0,5,5,4,4,4.0,5.0,5.0,5.0,5.0,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4,5.0,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
11806692,2024-04-11 15:04:00,2024-04-11 15:09:00,2024-04-11 15:09:00,330,100,True,IP Address,39.7272,-121.8129,None of these,Asian American,Man,"Bachelor's degree (BA, BS)",Climate Change Policy,Green Campus Imitative and Bidwell Park Bike Path,none,"My policy topic is being addressed on Chico State's campus.,My policy topic is being addressed in the wider Chico community.",,Agree,Agree,Agree,Agree,Other people are interested in my ideas.,,Agree,Strongly Agree,Agree,Agree,Agree,"Socia media for digital advocacy,Elect supportive public officials,Write a letter to a government offical",,"I am a member of the city of Chico community.,Participating in creating change feels more possible after participating in THM.",,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,You learn a lot about different policy areas and peoples' view on what needs to be done.,Good,0,4,4,4,4,4.0,5.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True
11591672,2024-04-11 15:07:00,2024-04-11 15:10:00,2024-04-11 15:10:00,178,100,True,IP Address,38.5879,-121.4053,Yes,I would prefer not to answer,Woman,"high school diploma, GED, or alternative credential",Cost of Living Policy,"student learning center, public demonstration organization, social media for digital advocacy, contacting government officials",no,My policy topic is being addressed in the wider Chico community.,,Agree,Agree,Agree,Agree,I have ideas that are worth sharing.,,Agree,Agree,Agree,Agree,Agree,Write a letter to a government offical,Petition,Participating in creating change feels more possible after participating in THM.,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,,Rushed,0,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
